doc_id,sent_id,sentence,token_count,char_count,rating
704,9,"Noch erstaunlicher, dass ich Wochen später die Story im GVK im Bürgerhospital erzählte und eine Mitschwangere sagte, dass Sie bei selbiger Ärtzin ist und exakt das Gleiche zu hören bekam.",30,187,5.0
6331,2,MRT Termin habe ich mir dann selber gemacht.,8,44,6.0
6707,0,"...dennoch bekomme ich kein neues Rezept, bevor mich der Arzt ""gesehen"" hat.",12,76,5.0
3084,2,Ein kompetenter Chirotherapeut hat das Problem in der Regel mit wenigen Handgriffen behoben.,13,92,4.0
5805,4,Mit viel Nettigkeit und Charme hat sie mich behandelt und mir absolut geholfen!,13,79,1.0
2924,0,Leider etwas arrogant und desinteressiert.,5,42,6.0
651,4,Natürlich hat man da Ängste und möchte das Verfahren gut erklärt bekommen.,12,74,6.0
1666,1,Gutelmacher zwecks Untersuchung einiger Muttermale.,5,51,6.0
5184,6,Ich bin äußerst zufrieden mit meiner neuen Zahnärztin.,8,54,1.0
5760,12,In 3 Wochen gehe ich hoffentlich zu jemand kompetenten.,9,55,6.0
6385,0,"Nettes Praxisteam, welches immer für Sorgen und Probleme der Patienten offen ist.",12,81,4.0
1804,0,"Terminvergabe erfolgte kurzfristig, freundliche und kompetente Behandlung, ausführliches Beratungsgespräch, OP ist gut verlaufen, gute Nachsorge, Praxis ist empfehlenswert.",18,172,2.0
5937,5,Ich war mit Frau Hentschel sehr zufrieden.,7,42,2.0
5429,5,Auch als Neupatientin bekam ich relativ schnell einen Termin wo ich bei anderen HÄ bis zu drei Monaten warten musste oder erst gsr keinen Termin bekommen konnte .,28,162,2.0
5644,3,Da gehe ich nie wieder hin würde es auch niemals weiter empfehlen.,12,66,4.0
5648,3,"Dann muss ich fast 3-4 Monate warten, geben mir dann morgens ein Termin obwohl sie wissen das ich Arbeiten muss und dann sagen sie mir unhöflich das sie mir meine Pille nicht verschreiben wollen, weil ich auf Grund der Verschiebungen nicht Untersucht werden konnte.",44,265,6.0
1529,3,Ich fühlte mich schlecht beraten!!!!,5,36,6.0
2854,5,"A. - generell basenüberschüssig ernähren und dann nach und nach über einen Zeitraum von 2 Wochen einzelne ""problematische"" Lebensmittel zufügen um eine Reaktion auf das Ekzem auszuschließen).",27,191,2.0
7887,2,"Ich war zuvor schon in 2 Schönheitspraxen in Köln gewesen, um mich beraten zu lassen, allerdings waren mir dort die Preise deutlich zu hoch.",24,140,2.0
7424,1,"Umso besser ist es, wenn man sich dort freundlich empfangen und umfassend versorgt fühlt.",14,89,1.0
1745,1,Auch dann wird man nicht unbedingt vom gleichen Arzt wie in der Vergangenheit behandelt.,14,88,4.0
5695,6,Das Team und die Betreuung sind ebenso wie auch in erster Linie Dr.,13,67,1.0
5581,0,"Da ich als Kind einen Unfall hatte, bei dem meine Nase (nicht äußerlich sehbar) leiden musste, hatte ich immer Beschwerden, wenn es um meine Atmung ging.",26,153,1.0
7263,1,"Da ich dort immer gut beraten bin, fahre ich auch weiterhin zu ihm, obwohl er 30 km von meinem Wohnort entfernt ist.",22,116,2.0
1688,1,Medizinische Kommentare der Praxisangestellten und Routine beim Blutabnehmen lassen zu wünschen übrig.,12,102,4.0
5661,2,Er sieht den Menschen im ganzen und nicht nur das gesonderte Problem.,12,69,1.0
968,2,Ein Lächeln und / oder freundliches Wort wären sehr nett für Mutter und Kind.,14,77,2.0
3480,16,"Wendeborn kam nach kurzer Vorbesprechung und Verteidigung seiner Arzthilfe zu dem Schluss, dass bei meinem Sohn ein Verdacht auf ADS besteht und man schon früh mit der Einnahme von Ritalin Erfolge erzielen kann.",33,211,5.0
950,1,Egal wann man da ist ob ganz früh oder später ....,11,50,3.0
1130,4,"So ein tolles Rundumpaket, wie bei diesem Arzt, habe ich noch nie erlebt.",13,73,1.0
6239,0,Ich hatte vor einem Monat das Glück sehr kurzfristig einen Termin für die Entfernung eines Weisheitszahns zu bekommen.,18,118,1.0
4831,17,"Komisch ist nur dass eine Kinderärztin dies nicht verschreiben kann, aber eine Allgemeinärztin schon, von Lefax bis Kümmelzäpfchen und Globulis hab ich alles aufs Kassenrezept bekommen.",26,185,5.0
1825,3,"Mir ist sehr wichtig, gerade wenn es um ästhetische Eingriffe geht, mich in die einfühlsamen Hände einer Ärztin zu begeben, die sich Zeit nimmt und auf meine Wünsche eingeht.",29,174,1.0
6430,2,Schminken macht wieder Spaß und hält den ganzen Tag.,9,52,1.0
3839,2,"Heinicke, habe ich bisher nur letzteren kennengelernt.",7,54,2.0
4481,10,"Wenn Sie sich nur fuer Geld interessieren,Kollege Siepe,wechseln Sie bitte Ihren Beruf!",12,87,4.0
956,2,"Da ich zu jener Zeit in Umbrüchen war und mir das Telephonat Angst gemacht hatte, bat ich die Praxis, mich erstmal nicht mehr damit zu behelligen, da ich nicht bereit war.",31,171,6.0
6333,9,Ich bin auch eigentlich Patientin bei Frau Dr.,8,46,6.0
3233,1,"Befunde angeblich ohne Ergebnis, obwohl Nagelpilzerkrankung als Leihe schon sichtbar.",10,85,6.0
7497,0,"Wie schon in voriger Bewertung bemängelt, machte ich die gleiche Erfahrung!",11,75,4.0
6741,20,"Wann ich mich traue wieder zum Zahnarzt zu gehen, weiß ich nicht",12,64,5.0
5184,3,Dadurch haben wir einen individuellen Behandlungsplan erstellt.,7,63,1.0
656,4,Kupka hat uns darin begleitet eine IVF ohne Sanierung durchzuführen.,10,68,2.0
7122,1,Das Personal war nicht in Lage mir einen Termin zu nennen wann ich nun dran komme!,16,82,3.0
2526,5,Knobbe das früher nicht erkannt hat ?,7,37,5.0
687,3,Vielleicht ist er mit der Zeit durch das gesetzl.,9,49,5.0
4837,6,Wer das sucht ist hier falsch!,6,30,3.0
455,2,"Die Redeflut der gnädigen Frau Doktor, die kaum von Zwischenfragen unterbrochen werden kann, wird nur noch von ihrer masslosen Arroganz übertroffen.",21,148,5.0
7640,4,Beese-Hoffmann ist schweigen = GOLD.,5,36,6.0
7707,4,Meine OP war vor zwei Wochen und ich bin mit dem Ergebnis sehr zufrieden!!!,14,75,2.0
4741,2,"Die Diagnosen sind treffend und auch die entsprechenden Überweisungen, Behandlungen sowie Vorsorgeuntersuchungen passen.",13,120,2.0
7604,0,Anton hat meinen Hallux am Fuß operiert.,7,40,1.0
6904,2,"Naja, kann schon vorkommen hab ich gedacht.",7,43,6.0
850,2,"Ich weis das die Lange Wartezeiten bis zu einem Termin ziemlich lang sind ,aber das ist bei vielen Fachärzten so und kann man nicht dem Arzt ankreiden ,aber hat man dann einen wird man wirklich gut betreut.",37,206,1.0
147,4,Die Untersuchung ging dann sehr schnell und ich hatte das Gefühl das ich unter Zeitdruck eine Entscheidung treffen musste.,19,122,5.0
1762,2,"Die Akupunktur führte sie selber durch, ergab aber auch nach 4 Wochen keine Besserung.",14,86,6.0
6219,2,Er kann russisch (Muttersprache) und deutsch sprechen.,7,54,2.0
531,0,Ich habe mich von Dr.,5,21,6.0
6144,6,"Beyerlein mehr das Befinden des Ohrs als des Körperteils, dessenwegen die Akupunktur durchgeführt wird.",14,103,4.0
6362,4,Diese arrogante Art und Weise dieses Arztes kann ich bniemandem emfpehlen !!!,12,77,6.0
7588,0,"Sehr sehr freundlich und humorvoll, keine langen Wartezeiten.",8,61,1.0
4457,1,Erfahrungen in Chiropraktik und sein Steckenpferd zur Orthopädie machen ihn zur ersten Wahl meiner Ärzte.,15,105,1.0
129,5,"Oftmals drehte er mir den Rücken zu, obwohl wir uns eigentlich unterhielten.",12,76,6.0
7059,4,"Viel wichtiger jedoch für mich, dass ich ohne nachträgliche Einschränkungen meinen Sport weiterhin ausüben kann.",15,112,1.0
3909,6,Ich bin inzwischen auch selber bei Frau Dr.,8,43,1.0
2039,4,"Danach wurde ich zu verschiedenen, meines Erachtens nicht relevanten Tests und Anwendungen geschickt, mit der Aussage ""Danach reden wir"" (was jeweils keinerlei Inhalt hatte).",24,174,5.0
2796,2,Meine Tochter ist erst 4 Monate alt und die Frau Dr.,11,52,1.0
2257,7,Besuch kam dann die große Enttäuschung.,6,39,5.0
1350,5,SUPER und Danke an das ganze Team.,7,34,1.0
3842,1,Allerdings seine Sprechstundenhilfe war überhaupt nicht nett.,7,61,2.0
1115,2,Die Sprechstundenhilfen waren nett und auch Herr Schmidt hat sich Zeit für mich genommen.,14,89,5.0
6961,1,"Allerdings hätte ich mir gewünscht, dass er sich etwas mehr Zeit nimmt, um meine Fragen zu beantworten.",17,103,2.0
7621,13,"Die Rahmenbedingungen in der Praxis sind jedoch weiterhin sehr vorbildlich, großes Lob an dieser Stelle!",15,104,3.0
7675,2,Es ist noch zu erwähnen das es eine Gemeinschaftspraxis Internistin/ Augenärztin/ Frauenarzt.,12,93,2.0
1084,11,"Magenkrämpfe, Dauersodbrennen und Durchfall als ""Macke"" zu diagnostizieren empfinde ich als gefährlich oberflächlich.",13,117,4.0
7593,4,Beide Schwangerschaften (15/16) hat sie super freundlich betreut und nimmt sich für den Ultraschall wirklich Zeit.,16,114,2.0
2300,10,Lamps Zusammenarbeit mit seiner Assistentin erschien in meinen Ohren professionell und spannungsfrei.,12,101,1.0
3405,2,"Diehl hat mir ein privatrezept ausgestellt, mit den Worten er darf Freitags nur 3kassenrezepte ausstellen.",15,106,5.0
6513,3,Ich habe einige Tage damit zu kämpfen gehabt und viele Tränen vergossen.,12,72,6.0
7828,1,Selbst für einen Nachmittagstermin musste ich nicht lang warten.,9,64,1.0
2709,1,"Minderer, und es war der schlimmste Arztbesuch meines Lebens.",9,61,5.0
2813,3,Ich kann die Praxis jedem empfehlen.,6,36,1.0
7275,0,"Wenn Sie jemals keine andere Wahl haben als sich an der Wirbelsäule operieren zu lassen, ist meine Empfehlung Dr.",19,113,1.0
1661,2,Die Praxis ist gut organisiert und das Personal im Umgang sehr freundlich.,12,74,1.0
563,4,"Letztlich stellte er die Diagnose, die bereits schon einmal festgestellt wurde (ein Arzt zu Bundmusterung 1995 stellte ebenfalls diese Diagnose) udn falsch ist.",23,160,5.0
4901,3,Ich hoffe die schließen bald oder wie der Martin (Arzt) sagt muss ich Insolvenz anmelden.,15,89,6.0
6969,6,Schmidt befand dieses wohl als nicht nötig oder hat es vergessen!?,11,66,6.0
4861,10,"Dadurch können Ärzt*innen in ihrer Praxis unwidersprochen ""herrschen"".",8,70,5.0
6966,8,Hessberger wirkt meist leicht gestresst und bei der Aufklärung über eine Behandlung ist er etwas hektisch.,16,106,2.0
771,0,Ich bin schon seit 5 Jahren in der Praxis und würde nie wieder zu einem anderen Zahnarzt wechseln.,18,98,2.0
4427,9,Wir verließen die Praxis mit gemischten Gefühlen.,7,49,4.0
5498,7,"In einem sehr harschen Tonfall wurde ich von ihm darauf aufmerksam gemacht: ""Wenn ich um die Ecke hinsetzen sage, dann meine ich um die Ecke!",25,141,6.0
328,4,"Als ich angerufen habe um denTermin zu vereinbaren ist niemand rangegangen, als ich dann mal jemanden erreicht habe, wirkte sie genervt und unfreundlich.",23,153,2.0
2327,2,"Trotz negativem Ergebnis bekam ich homöopathische Mittel zu Besserung meiner Beschwerden verschrieben, nach deren 3-wöchiger Einnahme ein erneuter Termin stattfinden soll.",21,171,1.0
4770,6,"Ich bin besorgt über diese Zustand und denke, dass der Arztbesuch die Gesundheit meines Kindes manchmal sogar verschlechtert.",18,125,3.0
3353,15,Erleichtert nahm ich den Termin (4 Tage später) an und ließ den Test machen.,14,76,4.0
6194,1,Deshalb kommt er für mich als Augenarzt nicht in Frage.,10,55,4.0
7057,1,"Alternative Heilmethoden werden abgelehnt, man wird ausgelacht und als Patientin nicht mehr gewünscht.",13,102,6.0
211,2,"Die im Internet angegebenen Sprechzeiten stimmen nicht, so dass ich m Ende eine Wartezeit von 1 Stunde 40 min akzeptieren musste (später eintreffende Patienten kommen früher dran).",27,180,2.0
6111,4,Wer überschwängliche Freundlichkeit oder gar Zuneigung erwartet ist dort aber definitiv fehl am Plätze,14,102,2.0
77,4,Um 19.30 Uhr Aufnahme in der Rettungsstelle Charite Berlin.,9,59,3.0
5152,0,"Die Ärztin hat mir gar nicht zugehört und wollte mir eine Physiotherapie verschreiben, obwohl das nichts mit meinen Anliegen zu tun hatte",22,137,6.0
2067,3,Somit war es mein letzter Termin.,6,33,5.0
7940,1,"Rachfahl-Benning, die sich eher schnippisch und desinteressiert zeigte, mich untersucht hat und einen Abstrich gemacht hat, sagte mir die Sprechstundenhilfe als ich einige Tage später anrief, dass sie nichts hätten feststellen können.",32,234,6.0
1838,4,"Ein mit mir befreundeter Radiologe behauptete genau das Gegenteil davon un bezeichnete jene Aussage als ""Gespinnert"".",16,117,5.0
4395,6,Eine persönliche Befundbesprechung hat nicht stattgefunden!,6,59,5.0
3523,1,"Scheinbar aber weil der Arzt einfach super ist, bin seit 5 Jahren mit meinem Sohn dort in Behandlung also seit seiner Geburt und kann mich nicht beklagen!",27,154,2.0
2318,3,Jedes Anliegen wird ernstgenommen und intensiv behandelt.,7,57,1.0
4689,1,Die Wartezeit ist manchmal etwas lang.,6,38,2.0
3338,0,"Sehr freundliche und fachlich kompetente Ärtzin, hat mir in jeder Hinsicht geholfen.",12,84,2.0
7900,2,"Ich weiß es jedenfalls sehr zu schätzen, auch relativ kurzfristig einen Termin zu bekommen und nicht Stunden lang im Wartezimmer ausharren zu müssen.",23,149,2.0
388,0,Ist offensichtlich eine sehr gute Fachkraft.,6,44,5.0
7847,2,"Herr Früchtenich bot am Telefon eine Untersuchung an, die wir schnell wahrnahmen.",12,81,5.0
6205,5,"All meine Nachfragen bezüglich der weiteren Therapie blieben unbeantwortet- eine begonnene Spritzenbehandlung wurde mit dem Verweis ""dafür zahlen sie mir nicht genug"" verweigert und stattdessen hätte ich für 50EUR eine Hyaloronspritze bekommen können- Deren Wirkmechanismus wurde aber in keinster Weise erläutert.",41,313,4.0
2895,2,Ausserdem liegt das Facharztzentrum in der Nähe meines Arbeitsplatzes - für mich sehr gut erreichbar.,15,101,2.0
4086,4,Alles hält seit über 15 Jahren!!!,6,33,1.0
7283,5,"Nicht alle haben den gleichen Wissensstand bei den Routineabläufen, sodaß ich mehrfach falsche oder unzureichende Auskünfte erhalten habe. (z.",19,142,3.0
3060,4,Letztens wollte ich ein Rezept abholen und wurde kurzerhand zwischen 2 Termine geschoben.,13,89,2.0
230,3,Habe noch nie schlechtere Praxis getroffen wie dort.,8,52,6.0
2088,7,Hab es dann bei meinem Hautarzt machen lassen.,8,46,3.0
1513,1,"Der Arzt erklärt nichts, nimmt keine Zeit für Patienten und nimmt jede Frage als persönliche Beleidigung.",16,105,6.0
2747,6,"Sie riss mir meine Versichertenkarte aus der Hand, fragte pampig was ich doch möchte.",14,85,6.0
7689,0,Die Praxis ist ganz hübsch gemacht.,6,35,4.0
1939,2,Das Praxisteam ist stets freundlich und geht so gut wie möglich auf jeden individuellen Wunsch ein.,16,99,1.0
6997,3,Lieber einen anderen Zahnarzt suchen.,5,37,3.0
6160,0,"Ärztin hat bei mir einen Weisheitszahn gezogen, hatte danach Kiefergelenksprobleme und Gesichtsschmerzen.",12,105,4.0
79,7,Die Sprechstundenhilfe hat auch einen sehr gestressten Eindruck gemacht.,9,72,5.0
4387,0,Diesen Arzt würde ich keinen Weiterempfehlen außer man ist Privatpatient ;),11,75,6.0
4192,0,Leider ist keine differenzierte Bewertung möglich.,6,50,6.0
7467,1,"Seine Vorgänger schlossen aus den verschiedensten Gründen Ihre Praxen (Alter, Kosten ...).",12,90,3.0
7592,3,Ich musste zum Glück nicht lange warten .,8,41,4.0
7333,2,Symptome wurden auf Stress und das damit verbundene starke zusammenpressen der Backenzähne geschoben.,13,101,4.0
6873,1,Ich dachte das wäre ein Qualitätsmerkmal - habe mich selten so geirrt ;-( Außer der bevorzugten Terminvergabe erfüllt er keine der Bedingungen des Vertrages.,24,157,6.0
6853,0,Ich bin zu diesem Arzt gegangen mit gleich mehreren Beschwerden.,10,64,6.0
5426,6,Dann sagt eine Mutter was und es verlässt den Raum.,10,51,6.0
3228,6,"Ich wurde gut aufgeklärt und am Ende wurde mir nicht sinnlos ein Medikament verschrieben, da wir beide wussten, dass ein paar Tage Ruhe das Problem voraussichtlich lösen würden.",28,177,1.0
1948,9,"S Liebe Praxis Popp, wenn ihr das je liest, macht euch doch mal Gedanken und fragt euch warum so viele verschiedene Menschen ein so schlechtes Bild von euch haben.",29,163,6.0
1824,2,"Ich könnte mir vorstellen,dass das bei einem Privatpatienten vielleicht anders aussieht.",11,88,4.0
2449,0,"Insgesamt gute Praxis und nette Kräfte! die Wartezeiten trotz Terminen sind jedoch absolute Katastrophe (Erfahrung der letzten Jahre, also nicht COVID-bedingt)",21,159,2.0
5254,6,"Minderer hat uns doch sehr verschreckt, zumal Sie uns in keiner Weise etwas erklärt hat.",15,88,5.0
4753,7,Beide sind von Eiter verklebt.,5,30,4.0
5108,1,Auf meine Fragen zur geplanten Schwangerschaft trotz Antidepressivum hat er ohne Wertung geantwortet und mich eher bestärkt meinen Instinkten zu folgen.,21,152,2.0
187,4,"Termin war direkt der Behandlungsbeginn und ich bin nach fast einer Stunde Wartezeit gegangen, da bis dahin bereits 6 Personen vor mir behandelt wurden, die natürlich alle keinen früheren Termin als meinen gehabt haben konnten!",35,227,2.0
6624,2,"Allerdings ist die Erreichbarkeit, per Mail, Telefon und Fax ein absolutes NO GO!!!",13,83,2.0
1156,2,"Die Dame, die den Zahnstein entfernte, meinte, eine kariöse Stelle entdeckt zu haben.",13,85,4.0
2312,0,"Ich hatte zunächst Bedenken wegen Corona, zur Untersuchung zu gehen.",10,68,1.0
5642,3,"C.ich sollte halbjährlich zum Hautscreening kommen,dieses Screening muss man aus der eigenen Tasche bezahlen,obwohl die Krankenkasse die Kosten übernehmen würde....",20,164,2.0
1276,0,"Schnelle Diagnose, Erläuterungen kurz und bündig.",6,49,4.0
7291,3,Ich hatte das Gefühl ich störe und er würde seine Zeit lieber mit etwas Interessanterem verbringen.,16,99,6.0
1997,6,"Auf dem Stuhl vor dem Behandlungszimmer saß allerdings noch eine weitere Person, die dann zuerst herein gebeten wurde.",18,118,3.0
3954,1,"Ich habe eine Anreise von mehr als 2 Stunden, musste darüber hinaus noch mehr als eine Stunde warten.",18,101,6.0
2817,0,Seit einigen Jahren bin ich nun schon in der Praxis von Herrn Mielke und war immer sehr zufrieden.,18,98,2.0
3978,1,"Als ich drankam, hat sich der Arzt nicht mal vorgestellt.",10,57,5.0
6769,3,"Ich habe bis dato, 10 Wochen nach der OP, immer noch sehr große Schmerzen und meine Beweglichkeit ist sehr einge- schränkt.",21,123,5.0
938,3,Hier war dies nicht der Fall.,6,29,2.0
340,0,Wenn Eltern nicht gut deutsch spcrechen könnte.,7,47,5.0
5136,9,"Diese 130€ hätte sie wahrscheinlich meine Behandlung gekostet, deswegen wollte sie mich nicht behandeln.",14,104,6.0
6261,3,"Unverschämt und arrogante Behandlung, da muss Dr.",7,49,2.0
3153,11,"Aber auch nicht so sehr, dass ich deshalb gewechselt hätte.",10,59,2.0
5814,4,Mit dem Kind wurde gar nicht kommuniziert und auch nicht wirklich liebevoll umgegangen.,13,87,4.0
4147,20,Ich denke eher das sie oft üerfordert ist.,8,42,3.0
5266,0,Hatte einen medizinischen Notfall und habe noch für den gleichen Tag einen Termin bekommen.,14,91,1.0
4528,3,Ich bin jetzt meine frozen shoulder los und ihr unendlich dankbar.,11,66,1.0
5446,2,"Totale Fahrlässigkeit: Ich wurde nicht über die Ergebnisse meiner Magenspiegelung informiert, obwohl, wie sich dann herausstellte, eine bakterielle Magenentzündung vorlag.",20,171,6.0
6122,8,"Auf der anderen Seite hat mich sehr irritiert, dass es keinerlei Anamnese (Vorerkrankungen, regelmäßige Medikamente, Familiengeschichte...) gab, nur eine Datenschutzerklärung sollte ich sofort unterschreiben.",24,208,5.0
535,7,"Der Haken daran...es kostet 476,- EUR.",6,38,4.0
7859,1,Ich bin seit 3 Jahren von mehreren Orthopäden immer nur mit Kortisonspritzen behandelt worden die aber leider zu keiner wesentlichen Besserung beitrugen.,22,153,2.0
1366,6,Die Nachbehandlung findet ebenso persönlich statt.,6,50,1.0
768,5,Auf eine persönliche Wertung verzichte ich - das Erlebte spricht für sich selbst,13,80,6.0
4284,3,Alle meine anderen Ärzte erteilen mir telefonische Auskunft.,8,60,5.0
4200,7,Aber eigentlich wollte ich doch auch etwas ganz anderes...,9,58,6.0
4856,1,Bei einer Psychotherapie sollte natürlich die Chemie stimmen und damit ist es sehr individuell.,14,95,4.0
703,4,"Deshalb gilt mein Ganz besonderer Dank den Ärzten, die sich die OP zutrauten und mein Leben retteten.(38!",17,105,5.0
3624,8,Dacho an Sie und an Ihr Praxis-Team.,7,36,1.0
7561,4,"Na ja, das Wartezimmer war voll und ich setzte mich hin.",11,56,1.0
932,5,Die Praxis ist schick und der Arzt in Ordnung.,9,46,3.0
7863,0,"Positiv: sehr schnelle Terminvergabe, habe nach meinem Anruf direkt für den nächsten Tag einen Termin erhalten, in der Praxis beim Termin selbst nur 5 Minuten Wartezeit, die Praxis war sehr leer Negativ: Ich habe mich abgefertigt gefühlt.",37,238,6.0
108,3,Habe mich aber wohl gefühlt und würde die Praxis wieder besuchen.,11,65,2.0
4093,1,Meine OP (grauer Star) ist optimal verlaufen.,7,45,1.0
3026,3,Äußerst unerquicklich sind natürlich die unmäßig langen Wartezeiten.,8,68,2.0
6192,0,"Kompetenter und freundlicher Arzt, der sich Zeit nimmt und einen wirklich ernst nimmt.",13,86,1.0
6289,3,Der Arzt ist gegenüber den Pat sehr unhöflich und arrogant Pat Wünsche und Bedürfnisse werden lachhaft abgelehnt.,17,113,6.0
4031,1,"Nach einer geringen Wartezeit wurde ich dann in das Behandlungszimmer gerufen und durfte eine freundliche und kompetent erscheinende Ärztin kennen lernen, die die Untersuchung sehr gründlich durchgeführt hat.",28,208,4.0
333,1,Seit ca. einem Jahr sagte mir Dr.,7,33,3.0
68,1,Ich habe volles Vertrauen in ihm.,6,33,1.0
7662,14,Aus diesem Grunde werde ich diese Praxis nicht weiterempfehlen.,9,63,5.0
2391,4,"Unter 1,30 brauch man an Wartezeit nicht rechnen.",8,49,4.0
6161,0,Ich habe sehr schnell einen Termin bekommen und wurde dementsprechend schnell und gut behandelt.,14,96,1.0
149,3,"Wartezeit hat die ""Untersuchung"" dann nur 3 - 5 min. gedauert.",11,62,5.0
7379,8,"Mittlerweile habe ich mich einem anderen Zahnarzt anvertraut, aus schierer Verzweiflung.",11,88,4.0
2673,0,"Nach langer Odysee endlich mal einer, der sich Zeit nimmt und nicht gleich eine schnelle, dafür aber eine richtige Diagnose trifft.",21,131,2.0
2901,5,Dann entfernte er ruhig und sicher den Kirschkern.,8,50,1.0
5609,1,Demberg war ich sehr zufrieden.,5,31,2.0
1970,0,Ich kam wegen eines 2x in einer Woche umgeknickten Knöchels in die Praxis.,13,74,5.0
3132,5,"Als ich daraufhin protestiert habe, gab sie mir keine nachvollziehbare Erklärung.",11,81,5.0
5958,4,"Meine Freundin geht zu Frau Ehrich, sie hat die selbe Erfahrung wie ich gemacht.",14,80,5.0
3743,6,"In der fünf Minuten dauerenden Konsultation schaffte er es, meine Tochter drei Mal als ""Kleiner"" anzusprechen, obgleich ich ihn jedes Mal korrigierte.",22,150,5.0
494,1,"Die Artzhelferinnen geben keine Termine mehr raus für die meisten Anliegen (weder zum Abstrich, noch zur Krebsuntersuchung (!)), sondern Sie bitte alle in die öffentlichen Sprechstunden zu kommen.",28,196,5.0
7217,12,"Ich bin Privatpatientin und die Rechnung dieser unglücklichen ""Behandlung"" war in meinen Augen extrem hoch.",15,107,4.0
449,3,Auf sensible Themen ging sie emphatisch ein.,7,44,1.0
7584,1,Es waren immer kurzfristige Termine möglich und es wurde sich viel Zeit genommen.,13,81,1.0
4920,3,Die Eingriffe liefen komplikationslos ab; eine gewisse Routine in der Zusammenarbeit von Frau Dr.,14,97,2.0
2823,1,Dies empfand ich jetzt nicht als störend.,7,41,5.0
5252,14,Eine konnte ich erst dem Arztbrief entnehmen.,7,45,4.0
5846,4,Ich kann diese Praxis nur empfehlen.,6,36,1.0
2246,16,"Ich war nun der Meinung, das Ergebnis seiner Untersuchung zu hören.",11,67,6.0
2933,0,Rein schulmedizinisch ist der Doktor sicher auf einem fachlich aktuellen Stand.,11,79,3.0
7939,0,Habe eine Nasen Laser Operation gehabt hat mir sehr geholfen und fûr bessere Lebensqualität gesorgt!!!! vielen Dank Dr.,18,119,1.0
3145,4,"Hier erörterte mir Herr Tautz dann, dass meine Kniescheibe zu tief(Patella inferna) liegt.",13,90,3.0
6514,1,Der Arzt hat an den beiden Terminen insgesamt 5 Minuten mit mir gesprochen und verschreibt mir ohne weder meinen Blutdruck und die Werte zu kennen ein Durchblutungsmittel?!,27,172,6.0
3598,8,Die Praxismanagerin macht einen vollkommen überforderten Eindruck.,7,66,4.0
4502,1,Team ist sehr freundlich und hilfsbereit.,6,41,2.0
5752,1,Lenk habe ich dann beim 3ten Termin bekommen (gemeinsame Praxis) und war dennoch sehr sachkundig und umsorgt.,17,109,2.0
61,0,45 Minuten Wartezeit sind zu lang.,6,34,2.0
2186,6,Fühle mich gut behandelt und aufgehoben.,6,40,3.0
3802,4,Hier wünsche ich mir eine nahtlosere Betreuung und Mir fehlte derinitiv eine Ablaufbeschreibung... das vermittelt Sicherheit!,16,125,2.0
4694,0,Die Arzthelferinnen sind alle sehr freundlich.,6,46,2.0
6658,7,"Nachdem mein Mann und ich das nicht so einfach akzeptieren wollten, meinte Sie, dass ich natürkich auch warten kann, sie hätte um 18.00 Uhr dann aber auch keine Lust mehr.",30,171,6.0
5687,4,Daher rate ich dringend von dieser Praxis ab!!,8,46,4.0
5393,3,Das wäre in der Toilette und den Behandlungsräumen dringend nachzurüsten.,10,73,2.0
5295,7,Mit Kindern geht sie sehr einfühlsam um.,7,40,1.0
5653,0,"kompetente, nette Ärztin mit schneller Terminvergabe!",6,53,2.0
554,6,Für uns gibt es keine Alternative zu dieser super Praxis!,10,57,1.0
3488,2,"Die Arzthelferinnen an der Theke sind zwar sehr freundlich (danke dafür), aber die Ärztin arbeitet in meinen Augen mit sehr veraltetem Denken.",22,142,5.0
1561,3,"Zu allem Überfluss befinden sich dort die unfreundlichsten Sprechstundenhilfen, die ich jemals erlebt habe.",14,107,5.0
526,1,"Er ist sehr akribisch, sehr kompetent, fachlich unschlagbar und dabei super freundlich und sehr empathisch.",15,107,1.0
1736,1,"Meine Schwangerschaft hat mich letztendlich dazu bewegt, meinen Frauenarzt zu wechseln und ich bereue es nicht!",16,111,5.0
4027,1,Ein 2 Jahre altes Bild angeschaut.,6,34,4.0
6987,5,Ansonsten bleibe ich gern weitere 10 Jahre bei Herrn Dr.,10,56,1.0
6210,2,"Die Ärztin nahm sich Zeit, man konnte Fragen stellen.",9,53,2.0
4001,0,Ich war zur Magenspiegelung in der Praxis.,7,42,3.0
6828,3,Fachlich hatte ich einen guten Eindruck (obwohl man das selbst ja schlecht beurteilen kann).,14,92,2.0
6117,4,Ich kann diesen Arzt uneingeschränkt empfehlen!,6,47,2.0
3698,0,"Als ""chronisch Kranke"" bin ich sehr zufrieden mit der immerwährenden Hilfe in ""Notfällen"" und in den Bemühungen die richtigen Anwendungen zu finden.",22,148,1.0
7013,0,"Entweder hatte ich das falsche Alter mit unter dreißig oder die falsche Nationalität, der Arzt behandelte mich jedenfalls sehr respektlos, machte Scherze auf meine Kosten und als ich bei der zweiten Untersuchung anmerkte, dass es mir trotz Physiotherapie nicht besser ginge, war seine Reaktion nur: ""Das kann nicht sein.",49,320,5.0
7299,4,Die verschriebenen Medikamente besserten meine Schmerzen deutlich.,7,66,1.0
1496,0,"Auf der Homepage wird um Beachtung des ""Ablaufs"" gebeten, wenn man sich daran hält wird man mit o.a.",18,100,5.0
